,1,2,3,4,Players Sent,Players Received,Year,Month,Day
781, Rangers, • Butch Keeling, • Alex Gray / Peanuts Gray,MapleLeafs(perGrayLOH)(date07-17perRangersmediaguide),1,1,1928,04,16
782, Maroons, • cash, • Fred Brown,Stratford(Can-Pro),1,1,1928,04,23
783, Maroons, • Henry Hicks / Harold Hicks, • cash,Stratford(Can-Pro),1,1,1928,04,23
785, Bruins, • Cecil Thompson / Tiny Thompson, • cash,Minneapolis(AHA),1,1,1928,05,12
794, Americans, • Harry Connor, • Redvers Green / Red Green,Bruins,1,1,1928,05,18
795, Bruins, • Redvers Green / Red Green, • Harry Connor,Americans,1,1,1928,05,18
796, Bruins, • Eddie Rodden, • cash,MapleLeafs,1,1,1928,06,20
797, Maple Leafs, • cash, • Eddie Rodden,Bruins,1,1,1928,06,20
798, Americans, • John Sheppard / Johnny Sheppard, • Bob Connors• rights to Ebbie Goodfellow,Cougars(dateapproximate),2,1,1928,07,01
799, Cougars, • Bob Connors• rights to Ebbie Goodfellow, • John Sheppard / Johnny Sheppard,Americans(dateapproximate),1,2,1928,07,01
803, Blackhawks, • loan of Herb Gardiner, ,Canadiens,0,1,1928,08,27
804, Canadiens, , • loan of Herb Gardiner,Blackhawks,1,0,1928,08,27
805, Americans, • cash, • Bob Connors,Cougars(dateapproximate),1,1,1928,09,01
806, Blackhawks, • cash, • Mickey MacKay,Pirates(dateapproximate),1,1,1928,09,01
807, Bruins, • rights to Frank Waite, • cash,Rangers,1,1,1928,09,01
808, Cougars, • Bob Connors, • cash,Americans(dateapproximate),1,1,1928,09,01
810, Pirates, • Mickey MacKay, • cash,Blackhawks(dateapproximate),1,1,1928,09,01
811, Rangers, • cash, • Abbie Cox,Windsor(Can-Pro),1,1,1928,09,01
812, Rangers, • cash, • rights to Frank Waite,Bruins,1,1,1928,09,01
813, Maroons, • cash, • Albert Holway / Toots Holway,Pirates,1,1,1928,09,30
814, Pirates, • Albert Holway / Toots Holway, • cash,Maroons,1,1,1928,09,30
815, Bruins, , • Hago Harrington,Providence(Can-Am)(dateapproximate),1,0,1928,10,01
816, Maple Leafs, • George Horne, • Fred Elliott,Maroons,1,1,1928,10,01
817, Maroons, • Fred Elliott, • George Horne,MapleLeafs,1,1,1928,10,01
818, Americans, • John Sheppard / Johnny Sheppard, • cash,Cougars,1,1,1928,10,14
819, Cougars, • cash, • John Sheppard / Johnny Sheppard,Americans,1,1,1928,10,14
820, Americans, • Charley McVeigh, • Alex McKinnon,Blackhawks,1,1,1928,10,15
821, Americans, • Harry Broadbent / Punch Broadbent, • cash,Senators,1,1,1928,10,15
822, Blackhawks, • Alex McKinnon, • Charley McVeigh,Americans,1,1,1928,10,15
823, Senators, • cash, • Harry Broadbent / Punch Broadbent,Americans,1,1,1928,10,15
824, Rangers, • cash, • Art Chapman,Providence(Can-Am),1,1,1928,10,16
825, Rangers, • Frank Waite, • cash,Providence(Can-Am),1,1,1928,10,16
826, Americans, • Babe Dye," • $15,000 cash",Blackhawks,1,1,1928,10,17
827, Blackhawks," • $15,000 cash", • Babe Dye,Americans,1,1,1928,10,17
828, Canadiens, • cash, • Harold Hart / Gizzy Hart,Providence(Can-Am),1,1,1928,10,17
829, Maple Leafs," • Lorne Chabot• Alex Gray / Peanuts Gray• $10,000 cash", • John Ross Roach / John Roach• Butch Keeling,Rangers,2,3,1928,10,17
830, Rangers, • John Ross Roach / John Roach• Butch Keeling," • Lorne Chabot• Alex Gray / Peanuts Gray• $10,000 cash",MapleLeafs,3,2,1928,10,17
831, Blackhawks, • Clement Loughlin / Clem Loughlin, • cash,Cougars,1,1,1928,10,18
832, Cougars, • cash, • Clement Loughlin / Clem Loughlin,Blackhawks,1,1,1928,10,18
833, Maple Leafs," • Lorne Chabot• $10,000 cash", • John Ross Roach / John Roach,Rangers(RoachLOH),1,2,1928,10,18
834, Rangers, • John Ross Roach / John Roach," • Lorne Chabot• $10,000 cash",MapleLeafs(RoachLOH),2,1,1928,10,18
836, Maroons, • cash, • Bernie Brophy,RedWings,1,1,1928,10,23
837, Red Wings, • Bernie Brophy, • cash,Maroons,1,1,1928,10,23
838, Bruins, • Cy Denneny, • cash,Senators,1,1,1928,10,25
839, Maroons, • cash, • Bill Touhey,Senators,1,1,1928,10,25
840, Senators, • Bill Touhey, • cash,Maroons,1,1,1928,10,25
841, Senators, • cash, • Cy Denneny,Bruins,1,1,1928,10,25
842, Americans, • Bill Holmes, • Mickey Roach,London(Can-Pro),1,1,1928,10,29
843, Americans, • cash, • Joe Ironstone,London(Can-Pro),1,1,1928,10,30
845, Americans, • Roy Worters," • Joe Miller (a)• $20,000 cash",Pirates,2,1,1928,11,01
846, Blackhawks, • cash, • Duke Keats,Tulsa(AHA),1,1,1928,11,01
847, Pirates," • Joe Miller (a)• $20,000 cash", • Roy Worters,Americans,1,2,1928,11,01
848, Maroons, • cash, • loan of Fred Elliott for 1928-29 season,Senators,1,1,1928,11,13
849, Senators, • loan of Fred Elliott for 1928-29 season, • cash,Maroons,1,1,1928,11,13
852, Maroons, • Mike Neville, • Rolly Huard,Buffalo(Can-Pro),1,1,1928,11,18
853, Canadiens, • cash, • loan of Pete Palangio,Kitchener(Can-Pro),1,1,1928,11,26
854, Maple Leafs," • $15,000 cash", • Dave Trottier,Maroons,1,1,1928,11,27
855, Maroons, • Dave Trottier," • $15,000 cash",MapleLeafs,1,1,1928,11,27
856, Maple Leafs, • cash, • Alex Gray / Peanuts Gray,TorontoRavinas(Can-Pro),1,1,1928,11,28
858, Blackhawks, • cash, • loan of Val Hoffinger / Doc Hoffinger,Duluth(AHA)(dateapproximate),1,1,1928,12,01
859, London (Can-Pro), • Jack Arbour, • cash,MapleLeafs,1,1,1928,12,12
860, Maple Leafs, • cash, • Jack Arbour,London(Can-Pro),1,1,1928,12,12
861, Maroons, • cash, • Russell Oatman / Russ Oatman,Rangers,1,1,1928,12,12
862, Rangers, • Russell Oatman / Russ Oatman, • cash,Maroons,1,1,1928,12,12
863, Canadiens, • Armand Mondou, • Leo Gaudreault,Providence(Can-Am),1,1,1928,12,19
864, Bruins," • Mickey MacKay• $12,000 cash", • Frank Fredrickson,Pirates,1,2,1928,12,21
865, Pirates, • Frank Fredrickson," • Mickey MacKay• $12,000 cash",Bruins,2,1,1928,12,21
866, Blackhawks, • cash, • loan of Val Hoffinger / Doc Hoffinger,Kitchener(Can-Pro),1,1,1929,01,07
867, Blackhawks, • loan of Art Lesieur for remainder of 1928-29 season, • loan of Herb Gardiner,Canadiens,1,1,1929,01,09
868, Canadiens, • loan of Herb Gardiner, • loan of Art Lesieur for remainder of 1928-29 season,Blackhawks,1,1,1929,01,09
869, Bruins, • rights to George Owen, • Eric Pettinger• rights to Hugh Plaxton,MapleLeafs,2,1,1929,01,10
870, Maple Leafs, • Eric Pettinger• rights to Hugh Plaxton, • rights to George Owen,Bruins,1,2,1929,01,10
873, London (Can-Pro), • Mickey McGuire• cash, • Jack Arbour,Windsor(Can-Pro),1,2,1929,01,15
874, Windsor (Can-Pro), • Jack Arbour, • Mickey McGuire• cash,London(Can-Pro),2,1,1929,01,15
876, Bruins, • rights to Myles Lane," • $7,500 cash",Rangers,1,1,1929,01,21
877, Rangers," • $7,500 cash", • rights to Myles Lane,Bruins,1,1,1929,01,21
878, Bruins, • Bill Carson, • cash,MapleLeafs,1,1,1929,01,25
879, Maple Leafs, • cash, • Bill Carson,Bruins,1,1,1929,01,25
880, Bruins, • cash, • loan of Eddie Rodden,Windsor(Can-Pro),1,1,1929,01,30
883, Maple Leafs, • Baldy Cotton, • Gerry Lowery• $9.5K cash,Pirates,2,1,1929,02,12
884, Maple Leafs, • Baldy Cotton," • Gerry Lowrey• $9,500",Pirates,2,1,1929,02,12
885, Pirates, • Gerry Lowery• $9.5K cash, • Baldy Cotton,MapleLeafs,1,2,1929,02,12
886, Pirates," • Gerry Lowrey• $9,500", • Baldy Cotton,MapleLeafs,1,2,1929,02,12
887, Canadiens, • cash, • loan of Gerry Carson / Stub Carson for remainder of 1928-29 season,Rangers,1,1,1929,02,14
888, Maroons, • George Boucher, • Joe Lamb,Senators,1,1,1929,02,14
889, Rangers, • loan of Gerry Carson / Stub Carson for remainder of 1928-29 season, • cash,Canadiens,1,1,1929,02,14
890, Senators, • Joe Lamb, • George Boucher,Maroons,1,1,1929,02,14
891, Americans, • loan of Tex White for remainder of 1928-29 season, • Jesse Spring• loan of Edmond Bouchard for remainder of 1928-29 season,Pirates,2,1,1929,02,15
892, Pirates, • Jesse Spring• loan of Edmond Bouchard for remainder of 1928-29 season, • loan of Tex White for remainder of 1928-29 season,Americans,1,2,1929,02,15
895, Red Wings, • Frank Daley, • cash,Houghton(NMHL),1,1,1929,02,23
898, Canadiens, • Nick Wasnie, • cash,Newark(Can-Am),1,1,1929,03,21
899, Red Wings, • Jimmy Creighton, • cash,KansasCity(AHA),1,1,1929,04,03
900, Blackhawks, • rights to Clarence Abel / Taffy Abel," • $15,000 cash",Rangers,1,1,1929,04,15
901, Rangers," • $15,000 cash", • rights to Clarence Abel / Taffy Abel,Blackhawks,1,1,1929,04,15
905, Bruins, • Art Gagne, • cash,Canadiens,1,1,1929,05,13
907, Bruins, • George Patterson, • cash,Canadiens,1,1,1929,05,13
908, Bruins, • Herb Gardiner, • cash,Canadiens,1,1,1929,05,13
910, Canadiens, • cash, • Art Gagne,Bruins,1,1,1929,05,13
911, Canadiens, • cash, • George Patterson,Bruins,1,1,1929,05,13
912, Canadiens, • cash, • Herb Gardiner,Bruins,1,1,1929,05,13
921, Maroons, • Duke McCurry, • cash,Pirates(dateapproximate),1,1,1929,09,01
922, Pirates, • cash, • Duke McCurry,Maroons(dateapproximate),1,1,1929,09,01
926, Maroons, • Archie Wilcox, • cash,Providence(Can-Am),1,1,1929,09,23
928, Cougars, • Henry Hicks / Harold Hicks," • $8,000 cash",Maroons,1,1,1929,09,30
929, Maroons," • $8,000 cash", • Henry Hicks / Harold Hicks,Cougars,1,1,1929,09,30
930, Portland (PCHL), • Andy Aitkenhead, • cash,Rangers(date10-08perRangersmediaguide),1,1,1929,10,01
931, Rangers, • cash, • Andy Aitkenhead,Portland(PCHL)(date10-08perRangersmediaguide),1,1,1929,10,01
932, Bruins, • cash, • Herb Gardiner,Philadelphia(Can-Am),1,1,1929,10,04
934, Pirates, • Archie Briden, • cash,Rangers,1,1,1929,10,08
935, Rangers, • cash, • Archie Briden,Pirates,1,1,1929,10,08
936, Canadiens, • Gord Fraser, • cash,Cougars,1,1,1929,10,10
937, Cougars, • cash, • Gord Fraser,Canadiens,1,1,1929,10,10
938, Maple Leafs, • Gord Brydson, • Carl Voss• Wes King,Buffalo(IHL),2,1,1929,10,10
939, Bruins, • cash, • Eddie Rodden,London(IHL),1,1,1929,10,16
940, Rangers, • cash, • rights to Laurie Scott,DuluthHornets(AHA),1,1,1929,10,18
941, Pirates, • cash, • Albert Holway / Toots Holway,London(IHL),1,1,1929,10,22
942, Maple Leafs, • Cliff McBride, • cash,Maroons,1,1,1929,10,23
943, Maroons, • cash, • Cliff McBride,MapleLeafs,1,1,1929,10,23
947, Rangers, • cash, • Russell Oatman / Russ Oatman,Hamilton(IHL),1,1,1929,10,30
949, Senators, • cash, • Sam Godin / Sammy Godin,Buffalo(IHL)(dateapproximate),1,1,1929,11,01
950, Canadiens, • cash, • John Sorrell,London(IHL),1,1,1929,11,05
951, Senators, • cash, • John Duggan,Hamilton(IHL),1,1,1929,11,07
952, Senators, • cash, • Milt Halliday,Hamilton(IHL),1,1,1929,11,07
953, Canadiens, • cash, • Pete Palangio,London(IHL),1,1,1929,11,11
954, Maple Leafs, • cash, • Clement Loughlin / Clem Loughlin,London(IAHL),1,1,1929,11,12
955, Americans, • George Massecar, • Babe Dye,NewHaven(Can-Am),1,1,1929,11,13
959, Americans, • Bill Brydge," • $5,000 cash",Cougars,1,1,1929,11,22
960, Cougars," • $5,000 cash", • Bill Brydge,Americans,1,1,1929,11,22
961, Cougars, • loan of Bill Beveridge, • cash,Senators,1,1,1929,11,27
962, Senators, • cash, • loan of Bill Beveridge,Cougars,1,1,1929,11,27
963, Maple Leafs, • cash, • Gord Brydson,London(IHL),1,1,1929,12,06
966, Canadiens, • cash, • loan of Gord Fraser,Providence(Can-Am),1,1,1929,12,12
967, Maroons, • Merlyn Phillips / Bill Phillips / Batt Phillips," • $10,000 cash",Vancouver(PCHL),1,1,1929,12,17
968, Americans, • loan of Ben Grant (Benny Grant), • cash,MapleLeafs,1,1,1929,12,18
969, Maple Leafs, • cash, • loan of Ben Grant (Benny Grant),Americans,1,1,1929,12,18
970, Bruins, • cash, • Art Gagne,Senators,1,1,1929,12,21
971, Senators, • Art Gagne, • cash,Bruins,1,1,1929,12,21
972, Canadiens, • Bert McCaffery / Bert McCaffrey, • Gord Fraser,Pirates,1,1,1929,12,23
973, Pirates, • Gord Fraser, • Bert McCaffery / Bert McCaffrey,Canadiens,1,1,1929,12,23
974, Senators, • cash, • loan of Len Grosvenor,London(IHL),1,1,1929,12,26
976, Blackhawks, • Stew Adams, • Tom Westwick• $15K,Minneapolis(AHL),2,1,1930,01,04
977, Blackhawks, • Ted Graham / Teddy Graham, • Ralph Taylor• cash,Tulsa(AHA),2,1,1930,01,04
982, Maple Leafs, • cash, • loan of Ben Grant (Benny Grant),Minneapolis(AHA),1,1,1930,01,24
983, Pirates, • cash, • Archie Briden,London(IHL),1,1,1930,01,27
984, Bruins, • Harry Connor, • Bill Hutton,Senators,1,1,1930,01,30
985, Senators, • Bill Hutton, • Harry Connor,Bruins,1,1,1930,01,30
986, Maple Leafs, • Frank Nighbor, • Dan Cox / Danny Cox• cash,Senators,2,1,1930,01,31
987, Senators, • Dan Cox / Danny Cox• cash, • Frank Nighbor,MapleLeafs,1,2,1930,01,31
988, Bruins, • Henry Harris, • cash,Seattle(PCHL),1,1,1930,02,04
990, Americans, • cash, • rights to Leo Reise Sr.,Rangers,1,1,1930,02,06
991, Maple Leafs, • cash, • Cliff McBride,TorontoMillionaires(IHL),1,1,1930,02,06
992, Rangers, • rights to Leo Reise Sr., • cash,Americans,1,1,1930,02,06
994, Canadiens, • Art Giroux," • $5,000 cash",SanFrancisco(Cal-Pro),1,1,1930,02,13
995, Bruins," • Harry Foster / Yip Foster• $15,000 cash", • Bill Regan,Rangers,1,2,1930,02,14
996, Rangers, • Bill Regan," • Harry Foster / Yip Foster• $15,000 cash",Bruins,2,1,1930,02,14
997, Rangers, • rights to Frank Peters / Frosty Peters, • cash,PhiladelphiaArrows(Can-Am),1,1,1930,02,17
998, Canadiens, • Bud Cook, • cash,Oakland(Cal-Pro),1,1,1930,02,18
1000, Cougars, • John Sorrell, • future considerations (Herb Stuart on 11-10)• cash,London(IHL),2,1,1930,04,08
1003, Bruins, • cash, • rights to Ron Lyons / Peaches Lyons,Portland(PCHL),1,1,1930,04,17
1004, Rangers, • Joe Jerwa• Jack Beattie / Red Beattie," • $25,000 cash",Lions(PCHL),1,2,1930,05,06
1005, Americans, • Frank Carson• Mike Neville• Hap Emms• Red Dutton," • $35,000 cash",Maroons,1,4,1930,05,14
1006, Maroons," • $35,000 cash", • Frank Carson• Mike Neville• Hap Emms• Red Dutton,Americans,4,1,1930,05,14
1018, Maroons, • Jack McVicar, • cash,Providence(Can-Am)(dateapproximate),1,1,1930,08,01
1019, Bruins, • cash, • Frank Waite,SpringfieldIndians(Can-Am)(dateapproximate),1,1,1930,09,01
1020, Quakers, • loan of Wally Kilrea for 1930-31 season, ,Senators(dateapproximate),0,1,1930,09,01
1021, Senators, , • loan of Wally Kilrea for 1930-31 season,Quakers(dateapproximate),1,0,1930,09,01
1025, Rangers, • Frank Waite, • cash,Boston(Can-Am)(Rangersmediaguide),1,1,1930,09,11
1026, Rangers, • rights to Eddie Rodden," • $8,500 cash",LondonPanthers(IAHL),1,1,1930,09,11
1027, Cougars, • cash, • Bob Connors• Pete Bellefeuille,Seattle(PCHL),2,1,1930,09,12
1029, Maple Leafs, • King Clancy," • Art Smith• Eric Pettinger• $35,000 cash",Senators,3,1,1930,10,10
1030, Senators," • Art Smith• Eric Pettinger• $35,000 cash", • King Clancy,MapleLeafs,1,3,1930,10,10
1031, Rangers, • cash, • rights to Leo Quenneville,"LondonPanthers(AHL)/(IHLperLOH,Rangersmediaguide)",1,1,1930,10,14
1032, Bruins, • Bill Hutton, • Harry Connor,Senators,1,1,1930,10,16
1033, Senators, • Harry Connor, • Bill Hutton,Bruins,1,1,1930,10,16
1051, Canadiens, • Johnny Gagnon, • Gerry Carson / Stub Carson• loan of Jean Pusie• cash,Providence(Can-Am),3,1,1930,10,21
1057, Rangers, • cash, • rights to Leo Reise Sr.,LondonTecumsehs(IHL),1,1,1930,10,22
1058, Senators, • cash, • Len Grosvenor,London(IHL),1,1,1930,10,24
1060, Rangers," • $7,500 cash", • rights to Ralph Taylor,tradedtoChicagoShamrocks(AHA),1,1,1930,10,27
1061, Rangers, • cash, • rights to Melville Vail / Sparky Vail,ProvidenceReds(Can-Am),1,1,1930,10,27
1062, Blackhawks, • Elwyn Romnes / Doc Romnes, • cash,St.Paul(AHA),1,1,1930,10,28
1064, Blackhawks, • Vic Desjardins, • cash,St.Paul(AHA),1,1,1930,10,28
1065, Rangers, • cash, • rights to Leroy Goldsworthy,LondonTecumsehs(IAHL),1,1,1930,10,29
1068, Canadiens, • cash, • loan of Jean Pusie,Galt(OPHL),1,1,1930,10,30
1069, Rangers, • rights to Frank Waite, • cash,SpringfieldIndians(Can-Am),1,1,1930,11,04
1070, Americans, • cash, • Lionel Conacher,Maroons,1,1,1930,11,05
1073, Maroons, • Lionel Conacher, • cash,Americans,1,1,1930,11,05
1075, Quakers, • loan of Syd Howe• Wally Kilrea• Al Shields," • $35,000 cash",Senators,1,3,1930,11,06
1076, Senators," • $35,000 cash", • loan of Syd Howe• Wally Kilrea• Al Shields,Quakers,3,1,1930,11,06
1077, Cougars, , • Herb Stuart,senttoLondon(IHL)asfutureconsiderationsinearliertradeinvolvingJohnSorrell,1,0,1930,11,10
1083, Bruins, • cash, • Bill Carson,London(IHL),1,1,1930,11,24
1086, Quakers, • cash, • Gord Fraser,Pittsburgh(IHL),1,1,1930,11,28
1087, Senators, • Len Grosvenor, • Harry Connor,London(IHL),1,1,1930,12,01
1092, Falcons, • Val Hoffinger / Doc Hoffinger, • James Hughes / Rusty Hughes,Syracuse(IHL),1,1,1930,12,07
1093, Rangers, • cash, • rights to Leo Bourgeault,Senators,1,1,1930,12,07
1095, Senators, • rights to Leo Bourgeault, • cash,Rangers,1,1,1930,12,07
1096, Bruins, • Harold Darragh, • Bill Hutton• Ron Lyons / Peaches Lyons• cash,Quakers,3,1,1930,12,08
1099, Quakers, • Bill Hutton• Ron Lyons / Peaches Lyons• cash, • Harold Darragh,Bruins,1,3,1930,12,08
1100, Red Wings, • cash, • Pete Bellefeuille,Seattle(PCHL),1,1,1930,12,12
1103, Blackhawks, • Ed Vokes, • cash,Oakland(Cal-Pro),1,1,1930,12,15
1106, Quakers, • cash, • Rodger Smith• Tex White,Pittsburgh(IAHL),2,1,1930,12,16
1107, Maple Leafs, • cash, • loan of Ben Grant (Benny Grant),Boston(Can-Am),1,1,1930,12,26
1108, Rangers, • rights to Cecil Dillon, • cash,SpringfieldIndians(Can-Am),1,1,1931,01,01
1110, Rangers, • cash, • rights to Eddie Rodden,PittsburghYellowjackets(IAHL),1,1,1931,01,03
1111, Rangers, • Ernest Kenny / Eddie Kenny, • cash,TacomaTigers(PCHL),1,1,1931,01,03
1112, Rangers, • Sam McAdam," • $7,000 cash",VancouverLions(PCHL),1,1,1931,01,03
1114, Falcons, • Leroy Goldsworthy, • Henry Hicks / Harold Hicks,London(IHL),1,1,1931,01,12
1117, Americans, • cash, • Mike Neville,London(IHL),1,1,1931,01,28
1123, Blackhawks, • cash, • Ed Vokes,Pittsburgh(IHL),1,1,1931,02,12
1124, Bruins, • Ron Lyons / Peaches Lyons, • cash,Quakers,1,1,1931,02,12
1125, Quakers, • cash, • Ron Lyons / Peaches Lyons,Bruins,1,1,1931,02,12
1126, Rangers, • Bud Maracle, • rights to Gene Carrigan,SpringfieldIndians(Can-Am),1,1,1931,02,12
1132, Quakers, • cash, • Bill Hutton,Detroit(IAHL),1,1,1931,02,24
1135, Bruins, • Frank Jerwa, • cash,Vancouver(PCHL),1,1,1931,04,15
1136, Portland (PCHL), • cash, • Andy Aitkenhead,Rangers,1,1,1931,04,19
1137, Rangers, • Andy Aitkenhead, • cash,Portland(PCHL),1,1,1931,04,19
1140, Rangers, • Ott Heller, • cash,SpringfieldIndians(Can-Am),1,1,1931,05,09
1141, Rangers, • rights to Earl Seibert / Earl Siebert, • cash,SpringfieldIndians(Can-Am),1,1,1931,05,09
1144, Bruins, • Bud Cook, • cash,Canadiens,1,1,1931,05,13
1145, Canadiens, • cash, • Bud Cook,Bruins,1,1,1931,05,13
1150, Bruins, • Joe Jerwa, • Norm Gainor / Dutch Gainor,Rangers,1,1,1931,08,20
1151, Bruins, • Joe Jerwa• cash, • Norm Gainor / Dutch Gainor• Ossie Asmundson,Rangers(Rangersmediaguide),2,2,1931,08,20
1152, Rangers, • Norm Gainor / Dutch Gainor, • Joe Jerwa,Bruins,1,1,1931,08,20
1153, Rangers, • Norm Gainor / Dutch Gainor• Ossie Asmundson, • Joe Jerwa• cash,Bruins(Rangersmediaguide),2,2,1931,08,20
1190, Blackhawks, • Paul Thompson (a), • Vic Desjardins• Art Somers,"Rangers(date09-27perLOH,10-15pernewyorkrangerscom)",2,1,1931,09,27
1192, Rangers, • Vic Desjardins• Art Somers, • Paul Thompson (a),"Blackhawks(date09-27perLOH,10-15pernewyorkrangerscom)",1,2,1931,09,27
1196, Americans, • Ron Martin, • Doug Young (a),Falcons,1,1,1931,10,18
1197, Falcons, • Doug Young (a), • Ron Martin,Americans,1,1,1931,10,18
1201, Rangers, • cash, • Frank Peters / Frosty Peters,RedWings,1,1,1931,10,19
1202, Red Wings, • Frank Peters / Frosty Peters, • cash,Rangers,1,1,1931,10,19
